Date,Open,High,Low,Close,Adj Close,Volume
2019-12-19,8.010000,8.045000,7.830000,7.840000,7.724366,8802914
2019-12-20,7.860000,7.910000,7.810000,7.870000,7.753923,8026102
2019-12-23,7.870000,7.950000,7.840000,7.900000,7.783481,3060969
2019-12-24,7.830000,7.860000,7.750000,7.840000,7.724366,1500352
2019-12-27,7.830000,7.850000,7.780000,7.810000,7.694808,2007510
2019-12-30,7.830000,7.840000,7.750000,7.840000,7.724366,2351316
2019-12-31,7.740000,7.790000,7.630000,7.660000,7.547020,3529581
2020-01-02,7.660000,7.660000,7.535000,7.580000,7.468200,3314761
2020-01-03,7.690000,7.720000,7.570000,7.610000,7.497758,3352922
2020-01-06,7.490000,7.505000,7.380000,7.480000,7.369675,6245296
2020-01-07,7.480000,7.650000,7.450000,7.620000,7.507610,6705123
2020-01-08,7.600000,7.630000,7.530000,7.600000,7.487906,7534595
2020-01-09,7.660000,7.690000,7.560000,7.600000,7.487906,4100542
2020-01-10,7.620000,7.710000,7.600000,7.650000,7.537168,4469094
2020-01-13,7.650000,7.650000,7.560000,7.650000,7.537168,7310821
2020-01-14,7.690000,7.730000,7.660000,7.730000,7.615988,3896567
2020-01-15,7.750000,7.800000,7.720000,7.770000,7.655398,3490947
2020-01-16,7.840000,7.910000,7.810000,7.890000,7.773628,4621488
2020-01-17,7.950000,7.980000,7.900000,7.910000,7.793333,3760984
2020-01-20,7.920000,7.920000,7.680000,7.720000,7.606135,7688115
2020-01-21,7.680000,7.690000,7.605000,7.680000,7.566725,5068087
2020-01-22,7.730000,7.820000,7.720000,7.800000,7.684956,4255342
2020-01-23,7.840000,7.870000,7.650000,7.720000,7.606135,4187086
2020-01-24,7.420000,7.450000,7.230000,7.300000,7.192330,13070488
2020-01-28,7.220000,7.230000,7.125000,7.160000,7.054395,6311771
2020-01-29,7.270000,7.275000,7.170000,7.170000,7.064248,4601614
2020-01-30,7.240000,7.250000,7.060000,7.100000,6.995280,4334853
2020-01-31,7.150000,7.160000,7.050000,7.080000,6.975575,7333798
2020-02-03,7.030000,7.060000,6.950000,7.010000,6.906608,5020490
