Date,Open,High,Low,Close,Adj Close,Volume
2019-12-19,37.810001,38.119999,37.689999,37.840000,36.931892,3200930
2019-12-20,37.740002,37.759998,37.130001,37.240002,36.346291,5201561
2019-12-23,37.200001,37.645000,37.080002,37.560001,36.658611,983525
2019-12-24,37.310001,37.540001,37.230000,37.369999,36.473167,459868
2019-12-27,37.299999,37.459999,37.169998,37.410000,36.512211,804108
2019-12-30,37.340000,37.509998,37.080002,37.439999,36.541489,755147
2019-12-31,36.950001,37.040001,36.160000,36.160000,35.292210,1739296
2020-01-02,35.860001,36.500000,35.799999,36.279999,35.409328,1112479
2020-01-03,36.869999,36.895000,36.279999,36.349998,35.477646,919848
2020-01-06,36.160000,36.320000,36.009998,36.310001,35.438610,1015702
2020-01-07,36.689999,37.040001,36.509998,36.939999,36.053490,1258476
2020-01-08,36.910000,37.340000,36.720001,37.250000,36.356052,1399499
2020-01-09,37.560001,37.744999,37.009998,37.220001,36.326771,1606988
2020-01-10,37.500000,37.939999,37.360001,37.820000,36.912373,2042173
2020-01-13,37.619999,37.680000,37.320000,37.430000,36.531731,1315709
2020-01-14,37.820000,38.424999,37.380001,38.380001,37.458931,2549697
2020-01-15,38.599998,38.599998,37.930000,38.310001,37.390610,2271213
2020-01-16,38.849998,38.884998,38.529999,38.680000,37.751732,1958203
2020-01-17,38.950001,39.150002,38.889999,39.040001,38.103092,2458372
2020-01-20,39.279999,39.450001,38.900002,39.240002,38.298294,1536732
2020-01-21,39.500000,40.009998,39.500000,40.009998,39.049812,2943530
2020-01-22,40.759998,41.320000,40.270000,41.320000,40.328377,6056729
2020-01-23,41.450001,41.580002,40.759998,40.939999,39.957493,6343064
2020-01-24,41.310001,41.330002,40.820000,40.840000,39.859898,1726734
2020-01-28,39.910000,41.160000,39.910000,41.150002,40.162457,2090086
2020-01-29,41.180000,41.369999,40.910000,41.189999,40.201492,1881092
2020-01-30,41.500000,41.610001,41.209999,41.439999,40.445492,2559413
2020-01-31,41.799999,41.985001,41.660000,41.840000,40.835896,4198765
2020-02-03,41.320000,42.009998,41.320000,41.820000,40.816376,2181969
2020-02-04,41.830002,42.459999,41.799999,42.380001,41.362934,2139973
2020-02-05,42.349998,42.610001,42.009998,42.220001,41.206776,1891860
2020-02-06,42.730000,43.080002,42.279999,42.549999,41.528854,3197867
2020-02-07,43.000000,43.040001,42.520000,42.720001,41.694778,2017002
2020-02-10,43.000000,43.200001,42.580002,43.110001,42.075420,2042101
2020-02-11,43.480000,43.709999,43.025002,43.200001,42.163258,1751620
2020-02-12,43.220001,43.459999,43.040001,43.049999,42.016857,1788783
2020-02-13,43.380001,43.380001,42.590000,42.880001,41.850937,1841934
2020-02-14,43.139999,43.470001,42.820000,43.139999,42.104698,1678776
2020-02-17,42.779999,43.310001,42.720001,43.270000,42.231579,578538
2020-02-18,43.330002,43.700001,43.160000,43.520000,42.475578,1796446
2020-02-19,43.500000,43.580002,43.220001,43.529999,42.485336,2102700
2020-02-20,43.849998,43.959999,43.480000,43.599998,42.553658,3006791
2020-02-21,43.500000,43.639999,42.959999,43.450001,42.407257,1539550
2020-02-24,42.709999,42.970001,42.509998,42.650002,41.626457,1680215
2020-02-25,41.730000,42.279999,41.610001,41.849998,40.845654,3310000
2020-02-26,42.049999,42.230000,40.160000,40.730000,39.752533,4582782
2020-02-27,40.360001,41.080002,40.080002,40.220001,39.254772,4028055
2020-02-28,39.330002,39.389999,38.680000,38.799999,37.868851,6384318
2020-03-02,37.730000,38.790001,37.669998,38.630001,37.702930,4753654
2020-03-03,38.630001,38.849998,37.860001,38.000000,37.088051,5807874
2020-03-04,37.500000,37.869999,37.029999,37.040001,36.594070,4381718
2020-03-05,37.830002,37.950001,37.169998,37.730000,37.275764,5260802
2020-03-06,37.220001,38.270000,37.220001,38.000000,37.542515,3629172
2020-03-09,37.000000,38.099998,36.700001,37.470001,37.018894,5275195
2020-03-10,36.279999,37.529999,35.849998,37.340000,36.890461,6759595
2020-03-11,36.090000,36.779999,35.680000,36.049999,35.615990,6570082
2020-03-12,35.680000,36.730000,34.310001,34.709999,34.292122,8194140
2020-03-13,32.119999,37.340000,32.119999,37.049999,36.603951,13080821
2020-03-16,37.000000,38.285000,36.299999,36.320000,35.882740,7978723
2020-03-17,35.520000,41.000000,35.520000,39.849998,39.370239,10096499
2020-03-18,40.169998,40.889999,38.250000,39.599998,39.123249,9265711
2020-03-19,39.990002,41.869999,39.270000,39.900002,39.419640,8721914
2020-03-20,40.000000,40.000000,36.889999,37.470001,37.018894,9314123
2020-03-23,34.860001,37.200001,34.610001,36.450001,36.011173,6847215
2020-03-24,35.959999,36.660000,34.750000,36.180000,35.744423,5245444
2020-03-25,36.299999,37.689999,34.709999,36.419998,35.981533,5044175
2020-03-26,36.750000,37.279999,35.619999,36.730000,36.287804,4423085
2020-03-27,37.189999,38.200001,34.799999,34.799999,34.381039,7493396
2020-03-30,34.369999,38.139999,34.369999,38.139999,37.680828,3750817
2020-03-31,38.049999,38.049999,34.779999,35.099998,34.677425,6373615
2020-04-01,36.099998,36.310001,35.139999,36.009998,35.576469,3975356
2020-04-02,35.200001,36.150002,35.160000,35.770000,35.339359,3509983
2020-04-03,35.590000,36.150002,35.200001,35.500000,35.072613,4233502
2020-04-06,35.599998,37.779999,35.590000,37.150002,36.702747,3786671
2020-04-07,37.180000,37.369999,35.650002,36.099998,35.665386,5284390
2020-04-08,35.700001,36.610001,34.980000,34.980000,34.558872,5368917
2020-04-09,34.990002,35.380001,34.639999,35.099998,34.677425,4328537
2020-04-14,35.000000,36.250000,34.980000,36.139999,35.704906,3599271
2020-04-15,35.889999,36.650002,35.889999,36.209999,35.774063,2986025
2020-04-16,35.369999,37.290001,35.369999,37.240002,36.791664,5644865
2020-04-17,37.450001,38.119999,36.930000,37.400002,36.949738,3845351
2020-04-20,36.990002,38.020000,36.930000,37.119999,36.673107,2895115
2020-04-21,36.959999,37.369999,35.900002,36.009998,35.576469,2592131
2020-04-22,35.590000,36.520000,35.400002,36.290001,35.853100,2922218
2020-04-23,36.450001,36.500000,35.709999,36.130001,35.695026,1959254
2020-04-24,36.150002,36.400002,35.724998,35.889999,35.457916,2872463
2020-04-27,36.299999,36.799999,35.880001,36.680000,36.238403,1923125
2020-04-28,36.860001,36.980000,36.470001,36.799999,36.356960,2987029
2020-04-29,36.509998,36.630001,35.759998,36.029999,35.596230,3612104
2020-04-30,36.029999,36.180000,34.889999,35.750000,35.319603,5782928
2020-05-01,35.040001,35.490002,34.450001,34.450001,34.035252,3926125
2020-05-04,34.099998,35.290001,34.099998,35.250000,34.825623,3457116
2020-05-05,35.349998,35.529999,34.980000,35.310001,34.884899,2466018
2020-05-06,35.020000,35.290001,34.740002,35.119999,34.697186,2062787
2020-05-07,35.189999,35.270000,34.700001,34.910000,34.489716,3188886
2020-05-08,34.990002,35.060001,34.480000,34.700001,34.282242,2322743
2020-05-11,34.500000,34.990002,34.310001,34.740002,34.321762,3425641
2020-05-12,34.549999,35.119999,34.549999,35.020000,34.598389,3670175
2020-05-13,34.660000,35.040001,34.360001,35.040001,34.618149,2177940
2020-05-14,34.810001,35.200001,34.700001,35.020000,34.598389,2312108
2020-05-15,34.720001,35.160000,34.660000,35.160000,34.736706,1605446
2020-05-18,35.200001,35.419998,34.980000,35.259998,34.835499,1865524
2020-05-19,35.900002,35.900002,34.939999,35.000000,34.578632,2479638
2020-05-20,34.650002,34.930000,34.564999,34.689999,34.272362,2594569
2020-05-21,34.799999,34.799999,34.330002,34.490002,34.074772,2213295
2020-05-22,34.200001,34.349998,33.820000,34.160000,33.748745,3847339
2020-05-25,34.389999,34.590000,34.110001,34.549999,34.134048,1553039
2020-05-26,34.669998,35.340000,34.470001,35.340000,34.914539,3293663
2020-05-27,34.849998,35.049999,34.570000,34.720001,34.302002,4443246
2020-05-28,34.720001,35.080002,34.520000,34.779999,34.361279,4422642
2020-05-29,34.599998,35.580002,34.259998,35.340000,34.914539,9785478
2020-06-01,34.810001,35.279999,34.799999,35.279999,34.855259,2166851
2020-06-02,35.099998,35.750000,34.880001,35.549999,35.122009,1924461
2020-06-03,35.680000,36.220001,35.369999,36.080002,35.645630,2966426
2020-06-04,36.299999,36.900002,36.099998,36.599998,36.159367,4179168
2020-06-05,36.810001,37.200001,36.540001,37.060001,36.613831,3697254
2020-06-09,38.110001,38.150002,37.380001,37.939999,37.483234,4230108
2020-06-10,37.799999,38.090000,37.529999,37.770000,37.315281,3857159
2020-06-11,37.060001,37.459999,36.529999,36.810001,36.366840,3031955
2020-06-12,36.830002,37.830002,36.505001,36.669998,36.228523,4701784
2020-06-15,36.200001,36.459999,35.700001,35.849998,35.418396,3808444
2020-06-16,36.700001,36.705002,36.009998,36.279999,35.843220,4696030
