Date,Open,High,Low,Close,Adj Close,Volume
2019-12-19,25.200001,25.200001,24.850000,24.889999,24.113033,11883356
2019-12-20,24.910000,24.959999,24.760000,24.799999,24.025845,11314751
2019-12-23,24.680000,24.840000,24.660000,24.730000,23.958029,2454478
2019-12-24,24.730000,24.785000,24.610001,24.730000,23.958029,1830617
2019-12-27,24.709999,24.820000,24.690001,24.780001,24.006468,2296788
2019-12-30,24.780001,24.860001,24.580000,24.799999,24.025845,1897980
2019-12-31,24.670000,24.750000,24.430000,24.629999,23.861149,3259787
2020-01-02,24.440001,24.600000,24.420000,24.549999,23.783648,2804051
2020-01-03,24.709999,24.940001,24.690001,24.730000,23.958029,3403316
2020-01-06,24.600000,24.690001,24.410000,24.629999,23.861149,3567678
2020-01-07,24.799999,25.030001,24.770000,24.950001,24.171162,4023426
2020-01-08,24.950001,25.000000,24.570000,24.860001,24.083971,4999690
2020-01-09,25.000000,25.129999,24.830000,24.889999,24.113033,6149710
2020-01-10,25.090000,25.170000,25.000000,25.120001,24.335855,3465876
2020-01-13,25.040001,25.120001,24.879999,25.010000,24.229288,2820451
2020-01-14,25.120001,25.230000,25.080000,25.200001,24.413359,4063238
2020-01-15,25.209999,25.290001,25.180000,25.250000,24.461798,4679739
2020-01-16,25.400000,25.469999,25.290001,25.420000,24.626490,4803331
2020-01-17,25.590000,25.674999,25.420000,25.420000,24.626490,4711623
2020-01-20,25.450001,25.610001,25.379999,25.490000,24.694304,4826203
2020-01-21,25.500000,25.530001,25.360001,25.510000,24.713682,4197310
2020-01-22,25.500000,25.809999,25.450001,25.719999,24.917124,5896399
2020-01-23,25.740000,25.799999,25.670000,25.750000,24.946188,3898603
2020-01-24,25.850000,26.030001,25.780001,25.900000,25.091505,5378181
2020-01-28,25.600000,25.600000,25.340000,25.459999,24.665239,5906231
2020-01-29,25.770000,25.870001,25.600000,25.790001,24.984941,5957461
2020-01-30,25.820000,25.840000,25.680000,25.830000,25.023693,6387621
2020-01-31,25.940001,25.990000,25.690001,25.750000,24.946188,7906153
2020-02-03,25.250000,25.370001,25.120001,25.290001,24.500547,5846559
2020-02-04,25.450001,25.780001,25.430000,25.670000,24.868687,6829208
2020-02-05,25.879999,25.900000,25.629999,25.820000,25.014004,4627103
2020-02-06,25.940001,26.139999,25.924999,26.110001,25.294952,6748231
2020-02-07,26.150000,26.180000,25.850000,26.030001,25.217449,5357922
2020-02-10,26.080000,26.090000,25.805000,25.950001,25.139946,3267967
2020-02-11,26.070000,26.195000,26.040001,26.129999,25.314325,4218651
2020-02-12,26.250000,26.379999,26.070000,26.340000,25.517773,9463367
2020-02-13,26.500000,26.655001,26.350000,26.430000,25.604963,5805261
2020-02-14,26.410000,26.660000,26.370001,26.610001,25.779343,6689755
2020-02-17,26.629999,26.700001,26.410000,26.580000,25.750278,3209998
2020-02-18,26.650000,26.670000,26.549999,26.650000,25.818094,4990434
